TIPO,DATA,NUMNT,SERIE,CHAVE,CODIGO,DESCRICAO,QTDE,PRECO_UNIT,TOTAL
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898207218570,"LUVA ALGODÃO C/PALMA PIGMENTADA PRETA TAM ÚNICO","-1.000","7.000","7.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,4924,"BUCHA TIJ MACIÇO CZ 8MM (5,0X45/3/16X45)","-30.000","0.250","7.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7898906902329,"RATOEIRA ADESIVA (BARAT/INSET/ARAN/ESCOR) CITROMAX","-1.000","7.500","7.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898593870239,"PREGO C/CABEÇA SIMPLES 12X12","-0.100","75.000","7.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7898506430994,"CHAVE TESTE ANALÓGICA 140MM MISTER","-1.000","8.000","8.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7893946533342,"DISCO FLAP 4.1/2"" G40 115X22MM 954","-1.000","8.000","8.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7897013534201,"PILHA ALCALINA AAA PALITO BLISTER C/ 2 UN ELGIN","-1.000","8.000","8.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7892190054016,"PLAFON REDONDO 1 LÂMP BRANCO INTERNEED","-1.000","8.000","8.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7898668363864,"PROLONGADOR PVC BR 20MM 1/2FX1/2M OU 3/4M HERC","-1.000","8.000","8.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,4053,"FIO FLEXÍVEL 6MM PRETO","-1.000","8.500","8.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7891595000307,"PINCEL ROMA 303 50MM = 2"" LARANJA","-1.000","8.500","8.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898143430708,"BLOCO ESPUMA/ESPONJA MULTIUSO 22X13X6CM DTOOLS","-1.000","8.500","8.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898491211745,"TUBO ESGOTO 40MM PLASTUBOS","-1.000","9.500","9.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,1534,"LIXA FERRO 36","-2.000","5.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,3184,"LIXA DÁGUA 600","-2.000","5.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,3180,"LIXA DÁGUA 1200","-2.000","5.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891595003926,"RODO PIA BORRACHA 14CM ROMA","-2.000","5.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898390940449,"ÓCULOS SEGURANÇA CINZA LEOPARDO KALIPSO","-1.000","10.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,2569,"ADAPTADOR TOMADA REFORÇADO 3 PINOS P/2 PINOS","-1.000","10.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,3306,"TEE TOMADA INVERTIDO 3 PINOS P/2 PINOS COMUM","-1.000","10.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898143451826,"CHAVE MANDRIL N°2 13MM (1/2) DTOOLS","-1.000","10.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898143435116,"BIT PH2 50MM PONTA SIMPLES IMANTADO DTOOLS","-1.000","10.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7897451416695,"DISCO FLAP 4.1/2"" PEDRA ALVEN G120 115X22MM CORTAG","-1.000","10.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7897013553479,"PILHA ALCALINA A23 12V ELGIN","-1.000","10.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7897013553479,"PILHA ALCALINA A23 12V ELGIN","-1.000","10.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7894174242846,"SILICONE INCOLOR ACÉTICO 50GR QUARTZOLIT","-1.000","10.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7898550251132,"SIFÃO TUBO EXT UNIV SIMPLES 70CM BR BLUKIT","-1.000","10.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,8215,"CONECTOR PORCELANA 2 FIOS 16MM","-1.000","10.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,4415,"COMPOSTO ORGÃNICO 10KG (JARDIM)","-1.000","10.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898405960196,"COLA PVA AMARELA P/MADEIRA 90GR ALMAFLEX","-1.000","10.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7896525087489,"BROCA AÇO/INOX 3,0MMX59MM STANLEY","-1.000","10.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7891960450089,"VÁLVULA LAVAT PVC BR S/LADRÃO 8,5CM AMANCO","-1.000","10.000","10.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7897255911716,"REJUNTE CERÂMICAS PRETO GRAFITE 1KG QUARTZOLIT","-1.000","10.500","10.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7897255911617,"REJUNTE CERÂMICAS CINZA PLATINA 1KG QUARTZOLIT","-1.000","11.000","11.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7896193243880,"FITA CREPE BRANCA 24MMX50M ADERE","-1.000","11.000","11.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891435050073,"PLUGUE RETO FÊMEA 20A 3P 250V PR PRISCUS TRAMO","-1.000","11.000","11.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7898617870016,"ESTOPA 150G ADANTEX","-1.000","11.000","11.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891435981490,"CANALETA SISTX 10X10X2000 S/DIV BR TRAMONTINA","-1.000","11.500","11.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7896411454654,"FIO NYLON P/APARADOR GRAMA RED 2,0MM VERM EKILON","-10.000","1.200","12.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891435041323,"COTOVELO SISTX PLANO 90° P/CANAL 20X10 BR TRAMO","-4.000","3.000","12.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891960140515,"JOELHO ESGOTO 45° S/S 50FX50F AMANCO","-2.000","6.000","12.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7898143453820,"DISCO FLAP 4.1/2"" AÇO G80 115X22MM DTOOLS","-1.000","12.000","12.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891435049954,"PLUGUE RETO MACHO 20A 3P 250V PR C/TRAV TRAMO","-1.000","12.000","12.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898405962886,"COLA ALMASUPER GEL 20G ALMAFLEX","-1.000","12.000","12.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891960875851,"LUVA ESGOTO CORRER S/S 40FX40F PLASTUBOS","-1.000","12.000","12.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891200006366,"COLA SUPER BONDER PINCEL 4G LOCTITE","-1.000","13.000","13.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898491211752,"TUBO ESGOTO 50MM PLASTUBOS","-1.000","13.000","13.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,888317002715,"LÂMINA SERRA AÇO BIMETAL FLEX 24 DENTES IRWIN","-1.000","13.500","13.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7891427008655,"CORRENTE P/LUSTRE ZB 1,8MM","-2.000","7.000","14.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,1544,"LONA PRETA 68 MICRAS 4M LARG (BOB 30KG=0,2727KG/M)","-2.000","7.000","14.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,1007,"AREIA REGULAR 20KG","-2.000","7.000","14.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,1006,"AREIA MÉDIA LAVADA 20KG","-2.000","7.000","14.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,1008,"BRITA PRETA 00 20KG","-2.000","7.000","14.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7899323415232,"ABRAÇADEIRA NYLON 209X2,5 PRETA FRONTEC C/100 ","-1.000","14.000","14.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7897725400054,"CONECTOR FERRO/LATÃO C/PORCA P/FIO 25MM","-1.000","14.000","14.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7893946575861,"PARAFUSO CHIP PH CAB CHT 5,0X50","-30.000","0.500","15.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7898491210021,"TUBO MARROM 25MM PLASTUBOS","-3.000","5.000","15.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7898476900015,"AC1 20KG CZ INT KOLATOP INKOR","-1.000","15.000","15.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,4414,"COMPOSTO ORGÃNICO 20KG (JARDIM)","-1.000","15.000","15.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898938922487,"RODO BORRACHA C/CABO 35CM DALCIN D059","-1.000","15.000","15.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898938922487,"RODO BORRACHA C/CABO 35CM DALCIN D059","-1.000","15.000","15.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,40028877490753,"BROCA VÍDEA 2PT 8MMX10CM STANLEY","-1.000","15.000","15.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,40028877490753,"BROCA VÍDEA 2PT 8MMX10CM STANLEY","-1.000","15.000","15.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,17896525087523,"BROCA AÇO/INOX 5,0MMX82MM STANLEY","-1.000","15.000","15.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898143444927,"BROCA VÍDEA SDS PLUS 2PT 8MMX160MM DTOOLS","-1.000","15.000","15.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,1543,"LONA PRETA 34 MICRAS 4M LARG (BOB 15KG=0,1364KG/M)","-4.000","4.000","16.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7898624339827,"LÂMPADA LED 6500K 9W(60W) LUMANTI","-4.000","4.000","16.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891960875448,"LUVA ESGOTO CORRER S/S 50FX50F AMANCO","-1.000","16.000","16.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7896353824256,"LUVA LATEX NITRILICA NITRASOLV TAM G/9 DANNY","-1.000","16.000","16.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7897801303026,"LIGAÇÃO FLEXÍVEL ÁGUA PVC 60CM 1/2 (F/F) KRONA","-1.000","17.000","17.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891117041924,"PORTA CARRETEL P/APARADOR GRAMA TRAMO","-1.000","17.000","17.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891960875448,"LUVA ESGOTO CORRER S/S 50FX50F AMANCO","-1.000","17.000","17.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7892190062202,"PLUGUE RETO MACHO 10A 2P 250V BR S/TRAV INTERNEED","-2.000","9.000","18.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891222043769,"OBTURADOR SAPINHO CAIXA ACOPLADA ASTRA PRETO","-1.000","18.000","18.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891222043769,"OBTURADOR SAPINHO CAIXA ACOPLADA ASTRA PRETO","-1.000","18.000","18.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898143448864,"DISCO CORTE AÇO 9"" FINO 230X1,8X22MM DTOOLS","-1.000","18.000","18.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898143446945,"BROCA VÍDEA SDS PLUS 2PT 6MMX160MM DTOOLS","-1.000","18.500","18.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7899974500035,"SIFÃO TUBO EXT UNIV SIMPLES 70CM PRETO BLUKIT","-1.000","19.000","19.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7897255902486,"ARGAMASSA PRONTA QUARTZOLIT MULTIMASSA 20KG","-1.000","19.000","19.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891960140713,"JUNCAO ESGOTO Y S/S 50FX50F AMANCO","-1.000","19.000","19.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7891040075126,"FITA DUPLA FACE 12MMX2M 0,4KG/20CM FIXA FORTE 3M","-1.000","19.500","19.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891435054859,"LIZ 1 INTER SIMPL + 1 TOMADA 3P 20A COMP TRAMO","-1.000","19.500","19.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7899956618888,"CORDA VARAL AÇO REVESTIDO PVC 1,65MM KALA","-20.000","1.000","20.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,3043,"FITA PERSIANA CINZA C/BORDA BRANCA 2,3CM LARG.","-4.000","5.000","20.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,3585,"SARRAFO EUCALIPTO 5X2,5X5,4M","-2.000","10.000","20.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,2569,"ADAPTADOR TOMADA REFORÇADO 3 PINOS P/2 PINOS","-2.000","10.000","20.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7894174242846,"SILICONE INCOLOR ACÉTICO 50GR QUARTZOLIT","-2.000","10.000","20.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7894174242846,"SILICONE INCOLOR ACÉTICO 50GR QUARTZOLIT","-2.000","10.000","20.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898587732956,"PLAFON REDONDO 1 LÂMP BRANCO OPL","-2.000","10.000","20.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7898491211769,"TUBO ESGOTO 75MM PLASTUBOS","-1.000","20.000","20.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7891194000319,"CADEADO PAPAIZ 20MM CR20","-1.000","21.000","21.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7896689118470,"SUPORTE PRATELEIRA C/REFORÇO BR 27CM DTOOLS","-2.000","11.000","22.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898525740159,"CAIXA MASSA/ARGAMASSA/CIMENTO PVC 20L PRETA GERPLA","-1.000","22.000","22.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7893946467319,"FITA ANTIDERRAPANTE ADES 5MX5CM PR 954","-1.000","22.000","22.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7898055524847,"MASSA P/REPARAR MADEIRA BRANCA 400G F12 VIAPOL","-1.000","22.500","22.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898143442091,"DISCO CORTE CERAM TURBO 4.1/2"" 110X20MM DTOOLS","-1.000","22.500","22.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891435980004,"CANALETA SISTX 20X10X2000 S/DIV BR TRAMO","-2.000","11.500","23.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,2884,"MANG ENTRADA ÁGUA MÁQUINA LAVAR 3/4 2M","-1.000","23.000","23.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7898059543677,"REGISTRO MÁQ LAVAR PVC PRESSÃO P/TORN BR 1/2 HERC","-1.000","23.000","23.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898143453387,"SUPORTE TV FIXO 10-71"" DTOOLS","-1.000","23.000","23.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7891194319497,"CADEADO PAPAIZ 25MM CR25","-1.000","24.000","24.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7899583304413,"DESENTUPIDOR DE VASO SANITÁRIO REFORÇADO NACIONAL","-1.000","25.000","25.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7896697800213,"RESI SINTEX 3T/TORN ELÉTR 127V 5500W ORIG","-1.000","25.000","25.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7897451466928,"NIVELADOR PISO LARGO CRISTAL CORTAG 1,5MM C/50","-1.000","25.000","25.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898143447164,"ESCOVA AÇO COPO 75MM HASTE LISA DTOOLS","-1.000","25.000","25.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7899452006301,"PAINEL LED QUAD EMBUT 18W BIV 6500K 22X22 BR AVANT","-1.000","25.500","25.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7893946531997,"ESCOVA LIMPEZA P/FURO DE RODAS MÉDIA VONDER","-1.000","25.500","25.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7809,"CAIBRO PINUS 5X5X2,7M","-2.000","13.000","26.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891345140888,"DISCO CORTE AÇO 9"" 230X3X22MM NORTON","-1.000","26.000","26.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7891040004393,"FITA ISOLANTE 10MX19MM PRETA 33+ PROF 3M","-1.000","26.500","26.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,3567,"CIMENTO CAUÊ 25KG CPII-F32","-1.000","27.500","27.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7891494087010,"SPRAY COLORGIN DECOR PRETO BRI 360ML 8701","-1.000","27.500","27.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7908691523255,"VÁLVULA LAVAT METAL PR S/LADRÃO 7CM LG 1603","-1.000","28.000","28.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891494087911,"VERNIZ INCOLOR BRI DECOR PRAY 360ML","-1.000","28.500","28.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7898265332195,"CIMENTO VOTORAN 25KG CPIV-32-RS","-1.000","30.000","30.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898265332195,"CIMENTO VOTORAN 25KG CPIV-32-RS","-1.000","30.000","30.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7899978923656,"AC3 20KG CZ EXT HIPERKOLLA INKOR (PISO 1,4M)","-1.000","31.000","31.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,27893853037104,"CANTONEIRA P/CORT LEVE 8X10CM BR 3710 LOTH","-4.000","8.000","32.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7897273234590,"RESI ZAGONEL TORNEIRA PRIMA ELET 220V 5500W ORIG","-1.000","32.000","32.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7899583318816,"LIGAÇÃO FLEXÍVEL ÁGUA INOX 40CMX1/2 (M/F) MISTER","-1.000","32.000","32.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898550250661,"TUBO LIGAÇÃO AJUST VASO SANIT CROMADO 26CM BLUKIT","-1.000","32.000","32.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7891435980004,"CANALETA SISTX 20X10X2000 S/DIV BR TRAMO","-3.000","11.500","34.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7896451800459,"RESI LOR JET SET 3 127V 5400W 055J","-1.000","35.000","35.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7898143445009,"BROCA VÍDEA SDS PLUS 2PT 14MMX160MM DTOOLS","-1.000","35.000","35.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898502139419,"GRELHA INOX 304 QUAD 15X15 C/FECHO/MOLD LG 16201","-1.000","35.000","35.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7894200224846,"PARAFUSO FIXAÇÃO ASSENTO SANITÁRIO AP01 DECA","-1.000","36.000","36.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7908691520728,"VÁLVULA P/PIA COZINHA INOX/PVC 4.1/2 4CM LG 162314","-1.000","37.000","37.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7899452032737,"LÂMPADA LED 6500K 50W(250W) AVANT","-1.000","38.000","38.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7896451842152,"BRAÇO/CANO CHUVEIRO PVC BRANCO 30CM 1/2 LORENZETTI","-1.000","38.500","38.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7896587030928,"MASSA CORRIDA PVA EUCATEX 5,8KG","-1.000","40.000","40.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7891435046342,"LIZ 1 TOMADA 3P 20A 250V BR COMPL TRAMO","-3.000","13.500","40.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7899978919963,"MASSA P/REPARAR PAREDE/MADEIRA 340G INKOR","-1.000","41.000","41.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7896027040012,"CUPINICIDA INCOLOR JIMO SPRAY 400ML","-1.000","41.500","41.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,1006,"AREIA MÉDIA LAVADA 20KG","-6.000","7.000","42.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7891435966701,"DISJUNTOR DIN BRANCO 2X40A TDJ3 CURVA C TRAMO","-1.000","43.000","43.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7896650402355,"RESI HYDRA FIT 127V 5500W ORIG","-1.000","44.000","44.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011760035152,7898038063271,"LIMPADOR PORCELANATO PÓS OBRA 950ML ALLCHEM","-1.000","44.500","44.500"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7909547000296,"VERNIZ BS MARÍT NAT FSC 0,9L MONTANA","-1.000","45.000","45.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7898586131460,"PAINEL LED QUAD EMBUT 12W BIV 6500K 17X17 FOXLUX","-2.000","23.500","47.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,1947,"PÉ DE BORRACHA REDONDO 3/4"" PRETO","-12.000","4.000","48.000"
NFCe Cupom Saida,2025-04-30 00:00:00,000000001,001,43250000000000019112651010000000011759966302,7897321121339,"TINTA ASFÁLTICA IMPERM ALVEN 900ML NEUTROL VEDACIT","-1.000","49.000","49.000"
