TIPO,DATA,NUMNT,SERIE,CHAVE,CODIGO,DESCRICAO,QTDE,PRECO_UNIT,TOTAL
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7898578160379,"CHAVE TESTE ANALÓGICA 135MM VILA","5.000","3.200","16.000"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7896193243880,"FITA CREPE BRANCA 24MMX50M ADERE","10.000","4.300","43.000"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7898031548034,"MASSA PLÁSTICA BRANCA C/CATAL 400G CARPLAST","1.000","9.320","9.320"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7897170502280,"OLEO P/CORRENTE MOTOSSERRA 1L UNI INGRAX","1.000","26.140","26.140"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,6098,"LUVA VAQUETA GG/10 EXTREMO SUL","3.000","13.760","41.280"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7898508215810,"MAÇANETA PADRÃO ALAVANCA ALUMINIO MGM","2.000","13.890","27.780"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7908089601015,"LUVA LÁTEX NITRILICA NITRICONFORT TAM G/9 IMBAT","1.000","28.030","28.030"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7898419493505,"ANTENA DIGITAL INTERNA B.MAG 3M OMINI","3.000","17.020","51.060"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7898578165770,"ÓCULOS SEGURANÇA BARRA PRETO VILA","2.000","2.990","5.980"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7898192564430,"DUCHA ENERBRAS ENERDUCHA UP 4T 127V 5500W","1.000","42.590","42.590"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7898192564454,"DUCHA ENERBRAS ENERDUCHA UP 4T 220V 6800W","2.000","42.590","85.180"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7898031545880,"CATALISADOR MASSA PLÁSTICA 7G CARPLAST","4.000","2.070","8.280"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7891040118328,"FITA DUPLA FACE 19MMX2M 0,8KG/15CM FIXA FORTE 3M","2.000","14.280","28.560"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7898031545002,"MASSA PLÁSTICA CINZA C/CATAL 400G CARPLAST","1.000","9.100","9.100"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7898525740159,"CAIXA MASSA/ARGAMASSA/CIMENTO PVC 20L PRETA GERPLA","3.000","9.400","28.200"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7896643449145,"ANTENA DIGITAL INTERNA B.MAG 1,5M MULTIVISÃO","3.000","10.150","30.450"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7896451844859,"DUCHA LORENZETTI BELLA DUCHA ULTRA 4T 220V 6800W B","1.000","57.900","57.900"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7898692150843,"IMPERMEABILIZANTE VEDATUDO DRYKO INCOL SPRAY 400ML","1.000","17.090","17.090"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7898405963562,"COLA PVA BRANCA P/MADEIRA 500G ALMAFLEX EXTRA","2.000","8.200","16.400"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,9567,"LUVA VAQUETA G/9 EXTREMO SUL","2.000","12.950","25.900"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7896451844842,"DUCHA LORENZETTI BELLA DUCHA ULTRA 4T 127V 5500W B","3.000","57.900","173.700"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,8410,"LUVA VAQUETA MISTA GG/10 EXTREMO SUL","4.000","13.270","53.080"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7891040075126,"FITA DUPLA FACE 12MMX2M 0,4KG/20CM FIXA FORTE 3M","2.000","11.910","23.820"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7898550250968,"BOTÃO MECANISMO CX ACOPL SUP TRAD CR BLUKIT","2.000","26.820","53.640"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7896193243507,"FITA CREPE BRANCA 18MMX50M ADERE","5.000","3.270","16.350"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,2000200451201,"CAIXA DE CORREIO ALUMÍNIO","1.000","66.890","66.890"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7898105770224,"FITA ISOLANTE 10MX19MM BRANCA FOXLUX","5.000","3.260","16.300"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7899617012536,"ABRAÇADEIRA GALV P/MANG 9X13MM","20.000","1.170","23.300"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7899617012543,"ABRAÇADEIRA GALV P/MANG 12X16MM","20.000","1.170","23.300"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7898578165817,"ÓCULOS SEGURANÇA BOA VISTA PRETO VILA","3.000","2.990","8.970"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7898578165763,"ÓCULOS SEGURANÇA INCOLOR BARRA VILA CA28018","3.000","2.990","8.970"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7899889200952,"CAIXA ACOPLADA LORENZETTI WAY BRANCA","1.000","162.260","162.260"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7897451466928,"NIVELADOR PISO LARGO CRISTAL CORTAG 1,5MM C/50","4.000","10.680","42.720"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7896643441439,"SUPORTE TV FIXO 14-84"" MULTIVISÃO","2.000","9.000","18.000"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7898932677444,"PRIMER MANTA ASFÁLTICA B.ÁGUA 3,6L DRYKO","1.000","30.870","30.870"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7897013534218,"PILHA ALCALINA AAA PALITO BLISTER C/ 4 UN ELGIN","4.000","7.190","28.760"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,9572,"PUXADOR METAL C/ALÇA CR 10CM FERCA","2.000","2.290","4.580"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7894682000075,"RÉGUA DE ALUMÍNIO 2MX4,5CMX2CM","3.000","31.260","93.780"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,736532200693,"PORTA PAPEL HIGIÊNICO PVC CRISTAL BELLO BAGNO","2.000","7.990","15.980"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7898618121049,"VEDA PORTA ALUMÍNIO C/BORRACHA 90CM","3.000","10.570","31.710"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7908497101268,"REGISTRO MAQ LAVAR MET ESFERA CR L 1/2MX3/4M VILA","2.000","17.300","34.600"
NFE Ent,2025-08-13 00:00:00,000000001,4,43250000000000019158550040000000011927952822,7897013534201,"PILHA ALCALINA AAA PALITO BLISTER C/ 2 UN ELGIN","3.000","4.180","12.540"
NFE SAIDA,2025-08-13 00:00:00,000000001,1,43250000000000019112550010000000011358616257,7891117076193,"CARRINHO MÃO REFORÇADO 50L PNEU C/CÂM AZUL TRAMO","-1.000","313.000","313.000"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7891595001083,"DESEMPENADEIRA PVC REBOCO ESTR 14X27CM PRO DTOOLS","3.000","6.000","18.000"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7891435980004,"CANALETA SISTX 20X10X2000 S/DIV BR TRAMO","25.000","5.780","144.490"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011197218180,7891200007868,"COLA CONTATO CASCOLA EXTRA BISNAGA 30G","7.000","8.620","60.340"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7891960121668,"LUVA MARROM S/S 60FX60F AMANCO","3.000","15.710","47.120"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7898101720544,"VASELINA EM PASTA 90G DTOOLS","3.000","4.870","14.600"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7897488004315,"VASSOURA JARDIM PVC 26D C/CABO MAD DTOOLS","1.000","23.950","23.950"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011197218180,888317002715,"LÂMINA SERRA AÇO BIMETAL FLEX 24 DENTES IRWIN","10.000","6.340","63.400"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7898472263367,"FITA DEMARCAÇÃO SOLO ADESIVA AMAR 48MMX15M TEKBOND","2.000","19.590","39.180"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011197218180,7891117058175,"MACHADO C/CABO MADEIRA 90CM LEVE TRAMONTINA","2.000","80.170","160.340"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7896451852489,"DUCHA LORENZETTI TOP JET ELETR 220V 7500W BRANCA","1.000","135.210","135.210"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011197218180,7896587010500,"EUC PEG E PINTE FO BRANCO NEVE 3,6L","2.000","40.990","81.980"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7892327876955,"CILINDRO FECHADURA SOPRANO CR 50MM RETANGULAR","2.000","21.530","43.050"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011197218180,7898234990012,"REGISTRO PRESSÃO SOLDÁVEL 20MM LEKAT","1.000","23.180","23.180"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7898143437790,"SELANTE FECHA TRINCA 340G DTOOLS","1.000","26.180","26.180"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7898059544780,"ASSENTO ENVOLVENTE IDEALE BRANCO HERC","2.000","19.930","39.860"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7898503497617,"LUVA MARROM CORRER S/S 40FX40F PLASTUBOS","3.000","26.110","78.340"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7897488010156,"VASSOURA JARDIM PVC 22D C/CABO MAD DTOOLS","1.000","17.710","17.710"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011197218180,7891265148520,"DISCO CORTE AÇO 4.1/2"" FINO 115X1X22MM STARRET","30.000","1.690","50.700"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7898503497624,"LUVA MARROM CORRER S/S 50FX50F PLASTUBOS","1.000","27.990","27.990"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7898472263343,"FITA DEMARCAÇÃO SOLO ADESIVA VERM 48MMX15M TEKBOND","1.000","19.880","19.880"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7896193243897,"FITA CREPE BRANCA 48MMX50M ADERE","5.000","8.000","40.010"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7898503497501,"LUVA MARROM CORRER S/S 60FX60F PLASTUBOS","1.000","33.040","33.040"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7898143440264,"ALICATE PRESSÃO 7"" DTOOLS","2.000","24.910","49.820"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7897488025440,"VASSOURA JARDIM PVC 14D C/CABO MAD DTOOLS","2.000","16.670","33.350"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7896451849878,"DUCHA LORENZETTI ADVANCED ELETR 220V 7500W BRANCA","2.000","159.900","319.800"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7891960111553,"LUVA BRANCA R/R 1.1/2FX1.1/2F (40MM) AMANCO","3.000","14.540","43.630"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7896451862853,"RESI LOR LOREN BELLO ULTRA 127V 5500W 065J","4.000","23.130","92.510"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7896027037029,"CUPINICIDA INCOLOR 500ML JIMO (BASE ÁGUA)","2.000","19.580","39.160"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7897488060793,"ENXADA SUL 18CM LARG C/CABO MAD 1,2M DTOOLS","2.000","28.210","56.410"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7896257518329,"HYDRO SUPER NOVOPISO S-BR CINZA 18L","1.000","291.280","291.280"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011538512110,7898503497594,"LUVA MARROM CORRER S/S 25FX25F PLASTUBOS","5.000","10.690","53.440"
NFE Ent,2025-08-14 00:00:00,000000001,1,43250000000000019177550010000000011197218180,7898143446020,"PNEU CARRINHO MÃO 3,25 X8"" DTOOLS","2.000","24.490","48.970"
NFCe Cupom Saida,2025-08-15 00:00:00,000000001,001,43250000000000019112651010000000011521966025,7892190055600,"FOTOCÉLULA BIV INTERNEED (NÃO USA BASE)","-1.000","27.500","27.500"
NFCe Cupom Saida,2025-08-15 00:00:00,000000001,001,43250000000000019112651010000000011522012600,7730235000287,"SACO DE CALIÇA MÉDIO","-20.000","3.000","60.000"
NFCe Cupom Saida,2025-08-15 00:00:00,000000001,001,43250000000000019112651010000000011522012600,7898143446013,"CÂMARA AR CARRINHO MÃO/CARGA/PLATAF 3,25 X8 DTOOLS","-1.000","24.050","24.050"
NFCe Cupom Saida,2025-08-15 00:00:00,000000001,001,43250000000000019112651010000000011522012600,7898143446020,"PNEU CARRINHO MÃO 3,25 X8"" DTOOLS","-1.000","44.100","44.100"
NFE Ent,2025-08-15 00:00:00,000000001,10,43250000000000019157550100000000011585531010,2013,"TIJOLO MACIÇO COMUM VERMELHO 18X8,5X5","100.000","0.650","65.000"
NFE Ent,2025-08-15 00:00:00,000000001,10,43250000000000019157550100000000011526531015,3587,"GUIA EUCALIPTO 10X2,5X5,4M","6.000","13.100","78.600"
NFE Ent,2025-08-15 00:00:00,000000001,6,43250000000000019179550060000000011964683873,7898265332065,"CIMENTO VOTORAN 50KG CPIV-32-RS","40.000","41.610","1664.400"
NFCe Cupom Saida,2025-08-18 00:00:00,000000001,001,43250000000000019112651010000000011590206508,7898762670059,"PAINEL LED SOBR QUAD 18W BIV 6500K 22X22 BR DURAX","-1.000","30.000","30.000"
NFCe Cupom Saida,2025-08-18 00:00:00,000000001,001,43250000000000019112651010000000011590153857,7898959829451,"MANTA ASFÁLTICA ALUMINIZADA C/ADESIVO 30CM","-10.000","8.000","80.000"
NFE Ent,2025-08-18 00:00:00,000000001,1,43250000000000019101550010000000011581497989,7891435971323,"LÂMPADA LED TUBULAR T8 6500K 10W(60W) 60CM TRAMO","25.000","5.850","146.210"
NFE Ent,2025-08-18 00:00:00,000000001,10,43250000000000019110550100000000011023061014,7899896505118,"PISO CER 45X45 *A* INCOPISOS REF045194 (2,0M)","4.000","28.900","115.600"
NFE Ent,2025-08-18 00:00:00,000000001,1,43250000000000019101550010000000011581497989,7891435980004,"CANALETA SISTX 20X10X2000 S/DIV BR TRAMO","50.000","5.770","288.380"
NFE Ent,2025-08-18 00:00:00,000000001,1,43250000000000019101550010000000011581497989,1645,"ELETRODUTO CORRUGADO FLEX AMARELO 20MM 1/2""","50.000","1.090","54.700"
NFE Ent,2025-08-18 00:00:00,000000001,1,43250000000000019101550010000000011581497989,7891435975949,"LÂMPADA LED 6500K 20W(110W) TRAMO","20.000","5.650","112.960"
NFE Ent,2025-08-18 00:00:00,000000001,10,43250000000000019157550100000000011037531018,3211,"CUMEEIRA NORMAL FIBROC ALTA 15°X1,10M","2.000","49.600","99.200"
NFE Ent,2025-08-18 00:00:00,000000001,1,43250000000000019101550010000000011581497989,7891435972856,"LÂMPADA LED 6500K 9W(60W) TRAMO","100.000","2.030","202.510"
NFE Ent,2025-08-18 00:00:00,000000001,1,43250000000000019101550010000000011581497989,7891435975956,"LÂMPADA LED 6500K 30W(150W) TRAMO","20.000","8.520","170.380"
NFE SAIDA,2025-08-18 00:00:00,000000001,1,43250000000000019112550010000000011093483836,27891435955181,"CAIXA 4X2"" EMBUTIR PVC RET AMAR TRAMO","-25.000","1.800","45.000"
NFE SAIDA,2025-08-18 00:00:00,000000001,1,43250000000000019112550010000000011093483836,1646,"ELETRODUTO CORRUGADO FLEX AMARELO 25MM 3/4""","-50.000","1.950","97.500"
NFE SAIDA,2025-08-18 00:00:00,000000001,1,43250000000000019112550010000000011432049729,7898907617055,"ARGAMASSA PRONTA REBOKOR INKOR 20KG","-30.000","18.350","550.500"
NFCe Cupom Saida,2025-08-19 00:00:00,000000001,001,43250000000000019112651010000000011612961428,7891595000383,"CABO/GARFO ROLO 23CM S/ROSCA SIMPLES ROMA","-1.000","10.000","10.000"
NFCe Cupom Saida,2025-08-19 00:00:00,000000001,001,43250000000000019112651010000000011612961428,7891595000598,"ROLO LÃ NATURAL C/POLIESTER 23CMX25MM ROMA","-1.000","22.000","22.000"
NFE SAIDA,2025-08-19 00:00:00,000000001,1,43250000000000019112550010000000011537084863,7898143444903,"BROCA VÍDEA SDS PLUS 2PT 6MMX110MM DTOOLS","-2.000","16.000","32.000"
NFE SAIDA,2025-08-19 00:00:00,000000001,1,43250000000000019112550010000000011537084863,1646,"ELETRODUTO CORRUGADO FLEX AMARELO 25MM 3/4""","-81.000","1.950","157.950"
NFCe Cupom Saida,2025-08-20 00:00:00,000000001,001,43250000000000019112651010000000011635777105,7891960829687,"FITA VEDA ROSCA 18MMX50M AMANCO","-1.000","23.000","23.000"
NFCe Cupom Saida,2025-08-20 00:00:00,000000001,001,43250000000000019112651010000000019635833806,7891960829687,"FITA VEDA ROSCA 18MMX50M AMANCO","-1.000","23.000","23.000"
NFCe Cupom Saida,2025-08-20 00:00:00,000000001,001,43250000000000019112651010000000011635720408,700083373199,"AQUECEDOR ÁGUA 220V 830W CABO 80CM RABO QUENTE","-1.000","30.500","30.500"
NFCe Cupom Saida,2025-08-20 00:00:00,000000001,001,43250000000000019112651010000000011635777105,7897210404734,"LIGAÇÃO FLEXÍVEL ÁGUA INOX 80CMX1/2 (M/F) BLUKIT","-1.000","72.000","72.000"
NFCe Cupom Saida,2025-08-20 00:00:00,000000001,001,43250000000000019112651010000000019635833806,7897210404734,"LIGAÇÃO FLEXÍVEL ÁGUA INOX 80CMX1/2 (M/F) BLUKIT","-1.000","72.000","72.000"
NFCe Cupom Saida,2025-08-20 00:00:00,000000001,001,43250000000000019112651010000000011635890500,7891194000319,"CADEADO PAPAIZ 20MM CR20","-1.000","21.400","21.400"
NFE SAIDA,2025-08-20 00:00:00,000000001,1,43250000000000019112550010000000011913457664,7891960723534,"CAIXA SIFONADA RED 3EX1S 250X172X50 AMANCO","-1.000","145.120","145.120"
NFE SAIDA,2025-08-20 00:00:00,000000001,1,43250000000000019112550010000000011913457664,8205,"BLOCO CONCRETO ESTR 14CMX19CMX39CM (0,0741M2)","-10.000","8.820","88.180"
NFE SAIDA,2025-08-20 00:00:00,000000001,1,43250000000000019112550010000000011913457664,7898491211745,"TUBO ESGOTO 40MM PLASTUBOS","-6.000","10.320","61.900"
NFE SAIDA,2025-08-20 00:00:00,000000001,1,43250000000000019112550010000000011913457664,1544,"LONA PRETA 68 MICRAS 4M LARG (BOB 30KG=0,2727KG/M)","-110.000","7.150","786.130"
NFE SAIDA,2025-08-20 00:00:00,000000001,1,43250000000000019112550010000000011913457664,7891960874687,"COLA CANO ÁGUA FRIA BISNAGA 17G AMANCO","-1.000","5.190","5.190"
NFE SAIDA,2025-08-20 00:00:00,000000001,1,43250000000000019112550010000000011913457664,7898491218874,"JOELHO ESGOTO 90° S/S 40FX40F PLASTUBOS","-1.000","2.880","2.880"
NFE SAIDA,2025-08-20 00:00:00,000000001,1,43250000000000019112550010000000011913457664,7898491219031,"LUVA ESGOTO S/S 40FX40F PLASTUBOS","-1.000","3.460","3.460"
NFE SAIDA,2025-08-20 00:00:00,000000001,1,43250000000000019112550010000000011913457664,7898491218720,"BUCHA REDUÇÃO ESGOTO S/S 50MX40F PLASTUBOS","-1.000","5.420","5.420"
NFE SAIDA,2025-08-20 00:00:00,000000001,1,43250000000000019112550010000000011913457664,3492,"BRITA PRETA 00 (M3)","-8.000","172.900","1383.230"
NFE SAIDA,2025-08-20 00:00:00,000000001,1,43250000000000019112550010000000011913457664,3650,"COMPENSADO PLASTIFICADO 10MMX1,10MX2,20M","-2.000","121.840","243.680"
NFE SAIDA,2025-08-20 00:00:00,000000001,1,43250000000000019112550010000000011913457664,7897795081795,"LUVA ELETRODUTO CORRUGADO FLEX 32MM","-1.000","4.610","4.610"
NFE SAIDA,2025-08-20 00:00:00,000000001,1,43250000000000019112550010000000011913457664,3490,"AREIA REGULAR (M3)","-6.000","180.970","1085.830"
NFE SAIDA,2025-08-20 00:00:00,000000001,1,43250000000000019112550010000000011913457664,4589,"ARAME QUEIMADO LISO BWG16 1,65MM 1KG (60M)","-1.000","34.470","34.470"
NFCe Cupom Saida,2025-08-21 00:00:00,000000001,001,43250000000000019112651010000000011658659607,7896587029199,"AGUARRÁS 0,9L EUC","-1.000","21.000","21.000"
NFCe Cupom Saida,2025-08-21 00:00:00,000000001,001,43250000000000019112651010000000011658659607,7891040075126,"FITA DUPLA FACE 12MMX2M 0,4KG/20CM FIXA FORTE 3M","-1.000","21.500","21.500"
NFCe Cupom Saida,2025-08-21 00:00:00,000000001,001,43250000000000019112651010000000011658659607,7896587011828,"EUC EUCALUX ESM BS BR BRANCO 0,9L","-1.000","45.000","45.000"
NFCe Cupom Saida,2025-08-21 00:00:00,000000001,001,43250000000000019112651010000000011658659607,7891595000116,"ROLO ESPUMA LISO CINZA 5CM C/CABO ROMA/DTOOLS","-1.000","5.800","5.800"
NFCe Cupom Saida,2025-08-21 00:00:00,000000001,001,43250000000000019112651010000000011658659607,7891595002196,"ROLO LÃ NATURAL VELUDO 9CM ROMA (EPÓXI)","-1.000","15.600","15.600"
NFCe Cupom Saida,2025-08-21 00:00:00,000000001,001,43250000000000019112651010000000011658659607,7896027073010,"DESENGRIPANTE SPRAY 400ML JIMO PENETRIL","-1.000","31.100","31.100"
NFE Ent,2025-08-21 00:00:00,000000001,1,43250000000000019144550010000000011406073043,7899583322745,"KIT CONCERTINA C/SUP/ARAME/PLACA 10M 30CM DIÂM","1.000","125.000","125.000"
NFE Ent,2025-08-21 00:00:00,000000001,10,43250000000000019157550100000000011988531014,3652,"COMPENSADO COMUM COLA BRANCA 12MMX1,10MX2,20M","1.000","55.990","55.990"
NFE Ent,2025-08-22 00:00:00,000000001,1,43250000000000019109550010000000011347919763,7898595331851,"CORRENTE CAIXA ACOPLADA INOX","3.000","4.170","12.500"
NFE Ent,2025-08-22 00:00:00,000000001,1,43250000000000019109550010000000011347919763,7899583319462,"TALHADEIRA AÇO AMORTECEDOR 1/2""X12""","1.000","9.890","9.890"
NFE Ent,2025-08-22 00:00:00,000000001,1,43250000000000019109550010000000011347919763,7891709173347,"PANO EM MICROFIBRA VERMELHO 70X50CM POWERMAID","1.000","8.030","8.030"
NFE Ent,2025-08-22 00:00:00,000000001,1,43250000000000019109550010000000011347919763,7896603803116,"FITA DUPLA FACE ESPUMA 19X2M 1KG ADELBRAS","2.000","7.640","15.280"
NFE Ent,2025-08-22 00:00:00,000000001,1,43250000000000019109550010000000011347919763,7898542181447,"SIFÃO TUBO EXT UNIV SIMPLES 72CM BR UNIFORTTE","2.000","3.440","6.870"
NFE Ent,2025-08-22 00:00:00,000000001,1,43250000000000019109550010000000011347919763,1746,"MANG MULTIUSO TRANÇADA AMARELA 3/8X4MM","50.000","5.580","279.180"
NFE Ent,2025-08-22 00:00:00,000000001,1,43250000000000019109550010000000011347919763,7891200015153,"COLA SUPER BONDER ULTRA/MEGA 20G LOCTITE","16.000","7.010","112.220"
NFE Ent,2025-08-22 00:00:00,000000001,1,43250000000000019109550010000000011347919763,7891709180178,"RODO ESPUMA ABSORVENTE C/ESPREMEDOR POWERMAID","1.000","35.390","35.390"
NFE Ent,2025-08-22 00:00:00,000000001,1,43250000000000019109550010000000011347919763,7899583314351,"TALHADEIRA AÇO AMORTECEDOR 3/4""X12""","1.000","11.620","11.620"
NFE Ent,2025-08-22 00:00:00,000000001,1,43250000000000019109550010000000011347919763,7899583314337,"PONTEIRO AÇO AMORTECEDOR 3/4""X12""","1.000","11.620","11.620"
NFE Ent,2025-08-22 00:00:00,000000001,1,43250000000000019109550010000000011347919763,7898464735896,"PISTOLA COLA QUENTE 10W BIV BRASFOR (BASTÃO 7,5MM)","2.000","16.130","32.260"
NFE Ent,2025-08-22 00:00:00,000000001,1,43250000000000019109550010000000011347919763,7896603803109,"FITA DUPLA FACE ESPUMA 12X2M 750G ADELBRAS","2.000","5.880","11.760"
NFE Ent,2025-08-22 00:00:00,000000001,1,43250000000000019109550010000000011347919763,7899452032737,"LÂMPADA LED 6500K 50W(250W) AVANT","10.000","13.850","138.530"
NFE Ent,2025-08-22 00:00:00,000000001,1,43250000000000019109550010000000011347919763,7896603899997,"FITA DUPLA FACE ESPUMA 24X1,5M 5KG EXT FORTE ADELB","2.000","11.650","23.300"
NFE Ent,2025-08-22 00:00:00,000000001,1,43250000000000019109550010000000011347919763,7898094330126,"FECHO PEGA LADRÃO CROMADO BRASFORT","1.000","11.110","11.110"
NFE Ent,2025-08-22 00:00:00,000000001,1,43250000000000019109550010000000011347919763,7908642005052,"CHAVE LAVATÓRIO METAL PONTA MÓVEL FERTAK 2211","1.000","41.190","41.190"
NFE SAIDA,2025-08-22 00:00:00,000000001,1,43250000000000019112550010000000011874640771,7897451412970,"NIVELADOR PISO LARGO CRISTAL CORTAG 2,0MM C/500","-1.000","183.870","183.870"
NFE SAIDA,2025-08-22 00:00:00,000000001,1,43250000000000019112550010000000011874640771,7896785304227,"IMPERMEABILIZANTE SIKA TOP 100 18KG","-1.000","99.980","99.980"
NFCe Cupom Saida,2025-08-25 00:00:00,000000001,001,43250000000000019112651010000000011749709676,7893858312493,"CILINDRO FECHADURA STAM CROM 601/602/603","-1.000","29.000","29.000"
NFCe Cupom Saida,2025-08-25 00:00:00,000000001,001,43250000000000019112651010000000011749576027,7893858312493,"CILINDRO FECHADURA STAM CROM 601/602/603","-1.000","29.000","29.000"
NFCe Cupom Saida,2025-08-25 00:00:00,000000001,001,43250000000000019112651010000000019749642855,7893858312493,"CILINDRO FECHADURA STAM CROM 601/602/603","-1.000","29.000","29.000"
